category,joke
sarcasm,"""I’m not arguing, I’m just explaining why I’m right."""
sarcasm,"""Oh, you think I’m sarcastic? Well, I never noticed because I’m too busy being sincere."""
sarcasm,"""I’d agree with you, but then we’d both be wrong."""
sarcasm,"""I’m sorry, I didn’t realize you were an expert on my life and how I should live it. Please, continue."""
sarcasm,"""I’m not great at advice. May I interest you in a sarcastic comment?"""
sarcasm,"""I’m not saying you’re stupid, but you might want to avoid sharp objects."""
sarcasm,"""You’re not completely useless; you can always serve as a bad example."""
sarcasm,"""Do I listen to pop music because I’m depressed, or am I depressed because I listen to pop music?"""
sarcasm,"""Oh, I’m sorry. Did the middle of my sentence interrupt the beginning of yours?"""
sarcasm,"""You bring everyone so much joy—when you leave the room."""
sarcasm,"""Sarcasm is the body's natural defense against stupidity."""
sarcasm,"""I’d explain it to you, but I left my crayons at home."""
sarcasm,"""If I wanted to hear from an idiot, I’d have farted."""
sarcasm,"""I’d agree with you, but I’m too busy rolling my eyes."""
sarcasm,"""I don’t believe in plastic surgery. But in your case, go ahead."""
sarcasm,"""I’m not lazy. I’m on energy-saving mode."""
sarcasm,"""I didn’t fall. I’m just spending some quality time with the floor."""
sarcasm,"""I’ve seen more maturity in a 3-year-old’s temper tantrum."""
sarcasm,"""I’d slap you, but that would be animal abuse."""
sarcasm,"""You have your entire life to be a genius. Why start now?"""
sarcasm,"""Don’t take yourself so seriously—no one else does."""
sarcasm,"""If only sarcasm burned calories."""
sarcasm,"""I’m not always sarcastic. Sometimes, I’m sleeping."""
sarcasm,"""You look good when your mouth is closed."""
sarcasm,"""I was going to give you a nasty look, but I see you’ve already got one."""
sarcasm,"""I’m sorry, I forgot. I only exist when you need something."""
sarcasm,"""You’d be in good shape… if round was a shape."""
sarcasm,"""Remember, everyone seems normal until you get to know them."""
sarcasm,"""Well, aren’t you just a ray of sarcastic sunshine?"""
sarcasm,"""I’d love to see things from your point of view, but I can’t seem to get my head that far up my own butt."""
sarcasm,"""You have the right to remain silent because whatever you say will probably be stupid."""
sarcasm,"""You think I’m sarcastic? You should meet my other personalities."""
sarcasm,"""I’ll try being nicer if you try being smarter."""
sarcasm,"""Why don’t you slip into something more comfortable? Like a coma."""
sarcasm,"""You bring so much joy. You know, like a never-ending traffic jam."""
sarcasm,"""I’m not a professional, but I play one on the internet."""
sarcasm,"""Sarcasm—one of the many services I offer."""
sarcasm,"""Are you always this stupid, or are you making a special effort today?"""
sarcasm,"""You look like something I drew with my left hand."""
sarcasm,"""Isn’t it great how I can be sarcastic without even opening my mouth?"""
sarcasm,"""I’m not ignoring you, I’m just giving you a chance to catch up with my brilliance."""
sarcasm,"""I don’t need anger management. You need to stop making me angry."""
sarcasm,"""Some people bring happiness wherever they go; others, whenever they go."""
sarcasm,"""I have a million dollar smile, but my sarcasm is priceless."""
sarcasm,"""Are you still talking? I thought you were finished an hour ago."""
sarcasm,"""Oh, I’m sorry, I didn’t realize you were the expert on everything ever."""
sarcasm,"""My favorite exercise is turning my neck to look at all the people who annoy me."""
sarcasm,"""I thought I wanted a career, but it turns out I just wanted paychecks without working."""
sarcasm,"""I’d agree with you, but then we’d both be wrong."""
sarcasm,"""I’m not lazy. I’m just on my energy-saving mode."""
relationships,"""Marriage is when a man and woman become one. The trouble starts when they try to decide which one."""
relationships,"""My wife told me to stop impersonating a flamingo. I had to put my foot down."""
relationships,"""Relationships are like algebra. Have you ever looked at your X and wondered Y?"""
relationships,"""Love is telling someone to go to hell and worrying about them getting there safely."""
relationships,"""Before I got married I didn’t realize that I could be wrong about everything."""
relationships,"""Marriage is just texting each other ‘Do we need anything from the store?’ a bunch of times until one of you dies."""
relationships,"""They say you can’t fix a broken relationship. But if duct tape can fix broken chairs, surely there’s hope for us?"""
relationships,"""My wife and I were happy for 20 years, then we met."""
relationships,"""When I asked my wife what she wanted for her birthday, she said ‘nothing would make me happier than a diamond necklace.’ So I got her nothing."""
relationships,"""Marriage is like a walk in the park... Jurassic Park."""
relationships,"""Marriage lets you annoy one special person for the rest of your life."""
relationships,"""Love is sharing your popcorn, even when you don’t want to."""
relationships,"""Relationships are like Wi-Fi. You can’t see them, but you know when they’re not working."""
relationships,"""My wife said I have two faults: I don’t listen and something else."""
relationships,"""The secret to a successful marriage is communication. No one ever said you had to listen."""
relationships,"""I asked my wife if I could help with dinner. She said, ‘Sure, go ahead and complain about it before it’s ready.’"""
relationships,"""My wife said I need to be more affectionate, so now I give her hugs with sarcasm."""
relationships,"""Marriage is when you agree to share everything, except the remote control."""
relationships,"""In marriage, one person is always right and the other is the husband."""
relationships,"""Love is when you can argue and still want to stay together."""
relationships,"""Love is telling someone to go to hell and worrying about them getting there safely."""
relationships,"""I told my wife she should embrace her mistakes… she gave me a hug."""
relationships,"""A good relationship is when someone accepts your weirdness and still wants to be with you."""
relationships,"""Marriage is just another way to find out how often you can disagree on the same topic."""
relationships,"""They say money can’t buy love, but somehow my wife still manages to shop."""
relationships,"""Why do relationships start off so fun and then turn into the Hunger Games?"""
relationships,"""A husband is someone who, after taking the trash out, gives the impression he’s cleaned the whole house."""
relationships,"""Marriage lets you annoy one special person for the rest of your life."""
relationships,"""Love is sharing your popcorn, even when you don’t want to."""
relationships,"""Relationships are like Wi-Fi. You can’t see them, but you know when they’re not working."""
relationships,"""My wife said I have two faults: I don’t listen and something else."""
relationships,"""The secret to a successful marriage is communication. No one ever said you had to listen."""
relationships,"""In marriage, one person is always right and the other is the husband."""
relationships,"""Before I got married, I didn’t realize how much I loved sleeping in silence."""
relationships,"""Love is blind, but marriage is a real eye-opener."""
relationships,"""They say you can’t fix a broken relationship, but duct tape works on almost everything."""
relationships,"""Marriage is when you share everything… except the remote control."""
relationships,"""I told my wife she should embrace her mistakes. She gave me a hug."""
relationships,"""We were happy for 20 years… then we met."""
relationships,"""My wife said I need to be more affectionate, so now I give her hugs with sarcasm."""
relationships,"""Marriage is like a walk in the park… Jurassic Park."""
relationships,"""If love is a battlefield, then marriage is a minefield."""
relationships,"""My wife told me to stop impersonating a flamingo. I had to put my foot down."""
relationships,"""The secret to a successful marriage? Agree to disagree… and nod a lot."""
relationships,"""Love is like a boomerang. It always comes back… unless you throw it really hard."""
relationships,"""They say opposites attract. That’s why I’m with someone who listens to everything I don’t."""
relationships,"""You know it’s love when you want to annoy someone for the rest of your life."""
relationships,"""My wife said I need to be more affectionate, so I gave her a hug with sarcasm."""
relationships,"""Marriage is agreeing to share your life with someone… and your favorite snacks."""
relationships,"""Love means sharing your popcorn, even if you really don’t want to."""
surreal,"""I put my phone in airplane mode, but it’s still on the ground."""
surreal,"""I woke up this morning, and everything was upside down. Turns out, I slept on my head."""
surreal,"""The other day, I bought some batteries, but they weren’t included."""
surreal,"""I was going to tell you a joke about time travel, but you didn’t laugh."""
surreal,"""I have an ant farm, but those guys didn’t show up to work today."""
surreal,"""I tried to bake a cake in my dreams, but it didn’t rise."""
surreal,"""I once had a staring contest with my mirror. It was a draw."""
surreal,"""Why did the tomato turn purple? Because it saw the salad dressing."""
surreal,"""I told my fish a joke, and it laughed bubbles."""
surreal,"""I tried to paint a picture of sound, but it was too loud."""
surreal,"""I once saw a tree wearing a hat. It was a cap-leaf event."""
surreal,"""I asked my shoes if they were tired, but they walked away from me."""
surreal,"""I told my pillow to hold my dreams, and it nodded in agreement."""
surreal,"""I asked the wind for advice, and it just blew me off."""
surreal,"""Why don’t bicycles ever talk? Because they’re two-tired."""
surreal,"""I once met a talking fish, but it just gave me the cold shoulder."""
surreal,"""I’m afraid of elevators, so I always take the stairs to nowhere."""
surreal,"""I asked the ocean if it was sad. It waved at me and said, 'I’m just a little blue.'"""
surreal,"""I bought some camouflage pants, but I couldn’t find them."""
surreal,"""I had a pet rock once. We had great conversations, but he was a little hard-headed."""
surreal,"""I asked my TV what it wanted for dinner, and it said, 'I’m just here for the show.'"""
surreal,"""I asked my ceiling for advice, but it just looked down on me."""
surreal,"""I once saw a unicorn playing chess with a dinosaur, but I didn’t stick around for the checkmate."""
surreal,"""Why did the scarecrow join a band? Because he had great field presence."""
surreal,"""I told my houseplant a joke, but it didn’t get it. I guess it’s rooted in reality."""
surreal,"""I asked my watch if it had the time, but it said it was too ticked off."""
surreal,"""I put a cape on my chair, and now it’s my super sit-hero."""
surreal,"""I had a conversation with the moon last night. It was enlightening."""
surreal,"""I tried to make a phone call to Mars, but they’re out of this world."""
surreal,"""I bought a time machine, but it’s stuck in rush hour traffic."""
surreal,"""I was going to tell you a joke about gravity, but it’s just too heavy."""
surreal,"""I tried to fold a piece of paper in half 9 times, but it laughed and said, 'Not today.'"""
surreal,"""I once danced with the wind, but it blew me away."""
surreal,"""I told my shoes they couldn’t go outside until they learned how to tie themselves."""
surreal,"""I bought a map to nowhere, but I got lost trying to find it."""
surreal,"""I told my calendar it needed a break, but it’s all booked up."""
surreal,"""I asked my book why it was always so open. It said, 'Because I’ve got nothing to hide.'"""
surreal,"""I tried to eat a clock once, but it was too time-consuming."""
surreal,"""I once had a dream I was a sandwich. It was filling."""
surreal,"""I asked my chair if it ever gets tired of sitting. It didn’t respond. Chairs don’t talk."""
surreal,"""I told my coffee it was brewing drama. It just steamed."""
surreal,"""I tried to train my shadow to walk ahead of me, but it’s too clingy."""
surreal,"""I once saw a rainbow trip over itself. It was a real light show."""
surreal,"""I tried to paint the wind, but it blew my mind."""
surreal,"""I asked my shoes if they wanted to run, but they walked out on me."""
surreal,"""The sky winked at me the other day. It must have been cloudy with a chance of charm."""
surreal,"""Why did the moon break up with the sun? It needed some space."""
surreal,"""I had a dream I was a dragon last night. It was fire."""
surreal,"""I tried to measure my thoughts, but they were too deep."""
surreal,"""I asked the sky for directions, and it just pointed up."""
topical,"""I just got a new job at the bakery because I kneaded dough."""
topical,"""Why did the chicken cross the road? To socially distance."""
topical,"""The only thing spreading faster than COVID-19 is my waistline."""
topical,"""I saw a documentary on how ships are kept together. It was riveting."""
topical,"""Why did the politician bring a ladder to the debate? To raise his platform."""
topical,"""My resolution this year is to be more optimistic. Even though I know it’ll fail."""
topical,"""Why don’t scientists trust atoms anymore? Because they make up everything."""
topical,"""I started investing in stocks—beef, chicken, and vegetable. One day, I hope to be a bouillonaire."""
topical,"""The price of Bitcoin is dropping faster than my hope for the future."""
topical,"""I was going to tell a joke about a pizza delivery guy, but it would’ve been too cheesy."""
topical,"""The government might shut down again, but my love for snacks never will."""
topical,"""I bought some shoes from a drug dealer. I don’t know what he laced them with, but I’ve been tripping all day."""
topical,"""Did you hear about the cheese factory that exploded? There was nothing left but de-brie."""
topical,"""This just in: The Kardashians are still famous for reasons we can't explain."""
topical,"""I tried to organize a hide-and-seek tournament, but it was a complete disaster. Good players are hard to find."""
topical,"""Why did the football coach go to the bank? To get his quarterback."""
topical,"""I told my computer I needed a break, and now it won’t stop sending me Kit-Kats."""
topical,"""I once told a joke at a protest. It didn’t go over well, but at least they didn’t cancel me."""
topical,"""This year’s forecast? Slight chance of happiness with a 100% chance of weird."""
topical,"""I decided to get a new job because my career was falling apart. The building was literally falling down."""
topical,"""Why did the doctor go to art school? To learn how to draw blood."""
topical,"""Is anyone else still waiting for their 'adulting' package? I feel like mine got lost in the mail."""
topical,"""If 2020 were a drink, it’d be a colonoscopy prep."""
topical,"""There’s no Wi-Fi in the forest, but I hear the connection is great."""
topical,"""I’m getting real tired of looking at the 'low battery' symbol on my soul."""
topical,"""Is it just me, or is everyone else also surviving on coffee, sarcasm, and snacks?"""
topical,"""Do you ever feel like we’re all just waiting for the world to reboot?"""
topical,"""If I had a nickel for every time someone didn’t know what I was talking about, I’d be rich. And still misunderstood."""
topical,"""I tried to take up meditation, but now I’m just stressing about how to relax."""
topical,"""The problem with unemployment jokes is that none of them work."""
topical,"""I’m going to stay up all night wondering why we don’t call them 'chicken wings' instead of 'drumsticks.'"""
topical,"""The best thing about 2020 was that it ended."""
topical,"""Why is it called 'Facebook' when most of the posts are just people’s food pics?"""
topical,"""I’m not lazy; I’m just on low energy mode—permanently."""
topical,"""I told my boss I’m like a superhero. Just without the hero part."""
topical,"""I wanted to be a stand-up comedian, but then I realized you have to stand up."""
topical,"""Why don’t some couples go to therapy? Because one of them thinks they don’t need it and the other just complains."""
topical,"""I started journaling, but all my entries are just me ranting about my phone’s autocorrect."""
topical,"""Why don’t they make more shows about normal people? Because normal is boring."""
topical,"""I’ve got a new business idea: selling donuts. They’re just holey cakes."""
topical,"""My quarantine workout? Lifting snacks to my mouth."""
topical,"""2021 is just the new 2020 with a different font."""
topical,"""Why did the hipster burn his tongue? He drank his coffee before it was cool."""
topical,"""I wanted to go to college, but then I realized I could just Google everything instead."""
topical,"""What’s the difference between school and prison? One makes you feel trapped, and the other is a school."""
topical,"""I told my computer it was time for a break. Now, it won’t stop sending me Kit-Kats."""
topical,"""This just in: the news is still a horror show."""
topical,"""I started investing in snacks. My portfolio is looking pretty tasty."""
topical,"""Why don’t politicians ever get sick? They’re already full of hot air."""
topical,"""I’ve decided to stop watching the news and focus on things I can control, like how many snacks I can eat in one sitting."""
tech,"""Why do programmers prefer dark mode? Because the light attracts bugs."""
tech,"""I would tell you a joke about UDP, but I’m not sure you’d get it."""
tech,"""Why don’t robots ever get married? They can’t handle the human emotions.exe."""
tech,"""I changed my password to 'incorrect.' So, if I forget it, my computer will remind me."""
tech,"""I told my computer I needed a break. Now, it won’t stop sending me Kit-Kats."""
tech,"""Why did the computer go to the doctor? It had a virus."""
tech,"""I would tell you a joke about Java, but I’d need some coffee first."""
tech,"""The hardest part of programming? Explaining why you can’t fix someone’s printer."""
tech,"""Why do developers hate nature? Too many bugs."""
tech,"""I love pressing the F5 key. It’s so refreshing."""
tech,"""I was going to tell a joke about a broken computer, but it wasn’t working."""
tech,"""Why did the smartphone go to therapy? It had too many hang-ups."""
tech,"""I made a website about orphans. It doesn’t have a homepage."""
tech,"""Why was the computer cold? It left its Windows open."""
tech,"""I’m not a great multitasker, but I can open 100 tabs and get nothing done."""
tech,"""I got a job at a computer company. Now I have a byte of experience."""
tech,"""Why did the computer break up with its girlfriend? It had compatibility issues."""
tech,"""I named my phone Titanic. Now every time I plug it in, it says 'charging.'"""
tech,"""I’d tell you a joke about bandwidth, but it’s way over your head."""
tech,"""I’m writing a book about the future of artificial intelligence, but it’s still in the planning phase."""
tech,"""The cloud is really just someone else’s computer."""
tech,"""I don’t trust people who use auto-correct. They’re always making changes behind my back."""
tech,"""Why did the computer keep looking out the window? It wanted to update its outlook."""
tech,"""I tried to start a new social network, but nobody liked it."""
tech,"""Why did the coder quit his job? Because it was full of errors."""
tech,"""I asked my computer if it had any plans for the weekend. It said 'no data available.'"""
tech,"""What’s a computer’s favorite snack? Microchips."""
tech,"""I love the 'undo' button. It’s like a time machine for mistakes."""
tech,"""Why did the programmer become a baker? Because they were great at dough loops."""
tech,"""I asked the computer to sing a song. It said, 'I’m not programmed for that.'"""
tech,"""My computer and I broke up, but we’re still on speaking terms. It just doesn’t listen."""
tech,"""Why did the iPhone break up with the Android? They had too many hang-ups."""
tech,"""I was going to build a computer out of spaghetti, but it kept sending noodly errors."""
tech,"""Why did the app developer go broke? They couldn’t handle the updates."""
tech,"""I told my laptop it was time to get up. It responded with 'snooze.'"""
tech,"""The internet connection was so slow, I thought I had traveled back to dial-up days."""
tech,"""Why did the developer cross the road? To update the code on the other side."""
tech,"""I’m not addicted to my phone. We’re just in a committed relationship."""
tech,"""I tried to explain cloud computing to my grandma. She asked, 'Will it rain?'"""
tech,"""What did the hard drive say to the CPU? 'Stop thinking so much. You’re making me hot.'"""
tech,"""I gave my computer some flowers. Now, it’s blooming with productivity."""
tech,"""Why did the computer get sent to its room? It had too many bad updates."""
tech,"""What’s a computer’s favorite dance? The disk-o."""
tech,"""Why don’t tech support workers ever get scared? Because they can always troubleshoot."""
tech,"""I once tried to start a social media site for chickens, but it didn’t take off. Too many fowl users."""
tech,"""Why did the smartphone need glasses? It lost its contacts."""
tech,"""I tried to tell a joke to my computer, but it just gave me a blank stare."""
tech,"""What’s a hacker’s favorite sport? Phishing."""
tech,"""Why was the laptop cold? It left its Windows open."""
tech,"""Why do computers make terrible friends? They have too many issues."""
animal,"""Why don’t seagulls fly over the bay? Because then they’d be bagels."""
animal,"""What do you call an alligator in a vest? An investigator."""
animal,"""Why did the scarecrow win an award? Because he was outstanding in his field."""
animal,"""Why don’t cows wear shoes? Because they lactose."""
animal,"""Why do fish live in saltwater? Because pepper makes them sneeze."""
animal,"""Why did the chicken go to the seance? To talk to the other side."""
animal,"""Why are frogs so happy? Because they eat whatever bugs them."""
animal,"""What do you call a bear with no teeth? A gummy bear."""
animal,"""Why did the duck go to therapy? It was feeling a little down."""
animal,"""What’s a cat’s favorite color? Purrrple."""
animal,"""Why don’t elephants use computers? They’re afraid of the mouse."""
animal,"""What did the buffalo say when his son left for college? Bison."""
animal,"""Why did the dog sit in the shade? Because he didn’t want to be a hot dog."""
animal,"""How do cows stay up to date? They read the moos-paper."""
animal,"""Why are fish bad at basketball? Because they’re afraid of the net."""
animal,"""What’s a snake’s favorite subject? Hiss-tory."""
animal,"""Why don’t oysters share their pearls? Because they’re shellfish."""
animal,"""Why did the sheep go to the barber? To get a baa-haircut."""
animal,"""Why do giraffes have long necks? Because their feet stink."""
animal,"""What do you call a group of musical whales? An orca-stra."""
animal,"""Why did the cat sit on the computer? To keep an eye on the mouse."""
animal,"""What do you get when you cross a dog and a calculator? A friend you can count on."""
animal,"""Why do pandas love old movies? Because they’re in black and white."""
animal,"""Why did the frog take the bus? Because his car got toad away."""
animal,"""What do you call a lazy kangaroo? A pouch potato."""
animal,"""Why do birds fly south for the winter? Because it’s too far to walk."""
animal,"""What do you call a pig that knows karate? A pork chop."""
animal,"""Why are crabs bad at sharing? Because they’re shellfish."""
animal,"""What do you get when you cross a snowman and a vampire? Frostbite."""
animal,"""Why don’t ants get sick? Because they have tiny ant-bodies."""
animal,"""Why did the lion eat the tightrope walker? He wanted a well-balanced meal."""
animal,"""Why don’t zebras play cards? Because they’re always spotted cheating."""
animal,"""Why was the rabbit so happy? Because some-bunny loves him."""
animal,"""What do you call an owl that’s a magician? Hoo-dini."""
animal,"""What do you call a deer with no eyes? No eye-deer."""
animal,"""Why don’t sharks eat clowns? Because they taste funny."""
animal,"""What’s a dog’s favorite kind of pizza? Pupperoni."""
animal,"""Why do flamingos stand on one leg? Because if they lifted the other, they’d fall."""
animal,"""Why did the chicken cross the playground? To get to the other slide."""
animal,"""Why don’t sheep get lost? Because they always follow the herd."""
animal,"""Why was the fish so good at music? Because it was an excellent tuna."""
animal,"""What’s a cat’s favorite dessert? Chocolate mouse."""
animal,"""What do you call a smart rabbit? A hare-brain."""
animal,"""Why are elephants bad at hide and seek? Because they’re always spotted."""
animal,"""Why did the turtle break up with his girlfriend? Because she was too slow."""
animal,"""What do you call a group of rabbits hopping backward? A receding hare-line."""
animal,"""Why did the pig play the guitar? Because he was a ham."""
animal,"""Why don't koalas count as bears? They don’t have the right koalafications."""
animal,"""Why did the crab never share? Because it was shellfish."""
animal,"""Why do cows wear bells? Because their horns don’t work."""
office,"""Why don’t you play hide and seek with mountains? Because they always peak."""
office,"""Why did the scarecrow become a successful politician? He was outstanding in his field."""
office,"""Why don’t we see more lightbulbs in meetings? Because someone always screws it up."""
office,"""I told my boss three companies were after me for a job. He asked which ones. I said, 'The gas, water, and electric.'"""
office,"""I’m not saying my boss is slow, but by the time he finishes a sentence, I’ve retired."""
office,"""Why don’t skeletons work in offices? Because they have no guts for deadlines."""
office,"""Why did the coffee file a police report? It got mugged."""
office,"""Why did the office stapler never laugh? Because it always felt a little pressed."""
office,"""Why don’t office workers trust elevators? Because they’re always up to something."""
office,"""How do you organize a space party in an office? You planet."""
office,"""Why did the pencil go to a meeting? Because it had a point."""
office,"""Why did the computer break up with the office chair? It just wasn’t clicking."""
office,"""Why did the broom get promoted? Because it swept all the competition."""
office,"""I started a job as an office assistant, but I found out it was just a paper trail."""
office,"""Why don’t paperclips ever make it to meetings on time? They’re always getting attached to something."""
office,"""Why did the office printer break up with its girlfriend? Too many paper jams."""
office,"""Why did the calendar bring a ladder to the office? To climb the corporate ladder."""
office,"""Why don’t scissors make good employees? They’re always cutting corners."""
office,"""Why did the computer go to therapy? Because it had too many issues."""
office,"""Why was the stapler promoted? It was holding things together."""
office,"""Why did the computer get sick? It caught a virus."""
office,"""Why was the broom so good at its job? It swept away all the competition."""
office,"""Why don’t markers make good employees? Because they’re always on permanent vacation."""
office,"""Why don’t keyboards ever get stressed? Because they have too many shortcuts."""
office,"""Why did the desk get promoted? It had a strong work ethic."""
office,"""Why don’t photocopiers go to parties? They always make bad copies."""
office,"""Why was the coffee pot demoted? It didn’t filter out the bad ideas."""
office,"""Why did the pen get sent home early? It didn’t have a good point."""
office,"""Why don’t binders make good friends? They’re too attached."""
office,"""Why did the chair go to school? It wanted to sit with the cool kids."""
office,"""Why don’t staplers make good listeners? They always snap."""
office,"""Why don’t filing cabinets tell jokes? They’re too organized."""
office,"""Why did the clock get promoted? It had good timing."""
office,"""Why don’t sticky notes last long? They’re always falling apart."""
office,"""Why did the ruler get in trouble? It kept measuring up to unrealistic standards."""
office,"""Why did the boss bring a map to work? To keep track of the direction the office was going."""
office,"""Why did the copy machine fail its test? It couldn’t handle the pressure."""
office,"""Why don’t paper shredders have any friends? Because they’re always cutting people off."""
office,"""Why was the desk lamp always stressed? It had too many bright ideas."""
office,"""Why don’t folders tell secrets? They’re always locked down."""
office,"""Why was the whiteboard so successful? It kept things clean and organized."""
office,"""Why did the filing cabinet go to therapy? It was having trouble organizing its emotions."""
office,"""Why did the rubber band break up with the pencil? It was too much of a stretch."""
office,"""Why don’t glue sticks have any friends? They’re too sticky."""
office,"""Why did the meeting room chair get fired? It couldn’t handle the pressure."""
office,"""Why did the office plant get promoted? It was growing in all the right directions."""
office,"""Why don’t staplers go to parties? They always fasten themselves to the wrong crowd."""
office,"""Why did the highlighter get fired? It was always drawing attention to itself."""
office,"""Why don’t chairs make good office workers? They’re always sitting down on the job."""
office,"""Why was the keyboard afraid of the mouse? Because it didn’t want to be clicked."""
